Pregunta,Respuesta,Categoría
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2022 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows Server 2022 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows Server 2019 (picos a 85°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows 10 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows 10 (picos a 86°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows 11 (picos a 88°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows 10 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows Server 2022 (picos a 86°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2022 (picos a 90°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows 10 (picos a 93°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows Server 2019 (picos a 89°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows 10 (picos a 85°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows Server 2022 (picos a 85°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows Server 2022 (picos a 90°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows Server 2016 (picos a 90°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows 10 (picos a 88°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows Server 2022 (picos a 89°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows Server 2016 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows 11 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows 11 (picos a 85°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows Server 2022 (picos a 85°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2019 (picos a 93°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows Server 2022 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows Server 2016 (picos a 88°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows 11 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows 10 (picos a 89°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows 11 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows Server 2019 (picos a 92°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows Server 2019 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows Server 2019 (picos a 90°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows 10 (picos a 93°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows Server 2016 (picos a 88°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows 10 (picos a 88°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows Server 2019 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows 11 (picos a 93°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows 10 (picos a 88°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2019 (picos a 89°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows Server 2016 (picos a 86°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows Server 2019 (picos a 90°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows 10 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2022 (picos a 89°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows Server 2016 (picos a 86°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows Server 2019 (picos a 89°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2016 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows Server 2022 (picos a 91°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows Server 2016 (picos a 90°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows 11 (picos a 91°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows Server 2016 (picos a 90°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows Server 2016 (picos a 92°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows Server 2022 (picos a 91°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows 10 (picos a 89°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows 10 (picos a 88°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows Server 2016 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2022 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows Server 2016 (picos a 92°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows Server 2022 (picos a 88°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2016 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows Server 2016 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows Server 2019 (picos a 92°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows 10 (picos a 92°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows 10 (picos a 85°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows Server 2022 (picos a 91°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2019 (picos a 86°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows Server 2016 (picos a 88°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2016 (picos a 90°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows 11 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows 10 (picos a 86°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2016 (picos a 91°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows Server 2019 (picos a 88°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2022 (picos a 86°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows Server 2016 (picos a 91°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows 10 (picos a 91°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows Server 2016 (picos a 90°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows 10 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows 11 (picos a 90°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2019 (picos a 91°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows 10 (picos a 86°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows Server 2016 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows 10 (picos a 90°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows 10 (picos a 93°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
